new_skill_id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status,strategy_used
1716,análise com SQL,32,SQL,0.5,matched,ai_rerank
2419,LLM applications,83,LangChain,0.5,matched,ai_rerank
2052,análise com SQL,32,SQL,0.5,matched,ai_rerank
532,LLM applications,83,LangChain,0.5,matched,ai_rerank
702,negociar com clientes,5,Negociação,0.51,matched,ai_rerank
1498,negociar com clientes,5,Negociação,0.51,matched,ai_rerank
1593,azure functions,68,Azure,0.51,matched,ai_rerank
1092,negociar com clientes,5,Negociação,0.51,matched,ai_rerank
2340,cultura corporativa,100,Cultura Organizacional,0.52,matched,ai_rerank
678,serviços independentes,75,Microsserviços,0.52,matched,ai_rerank
2298,cultura corporativa,100,Cultura Organizacional,0.52,matched,ai_rerank
1087,técnicas de facilitação,20,Facilitação,0.53,matched,ai_rerank
258,R language,33,R,0.53,matched,ai_rerank
2785,integração de dados,39,Análise de Dados,0.53,matched,ai_rerank
1259,R language,33,R,0.53,matched,ai_rerank
1372,tableau reports,77,Tableau,0.53,matched,ai_rerank
566,integração de dados,39,Análise de Dados,0.53,matched,ai_rerank
1970,integração de dados,39,Análise de Dados,0.53,matched,ai_rerank
399,programar em python,62,FastAPI,0.54,matched,ai_rerank
2180,scrum,19,Metodologias Ágeis,0.55,matched,ai_rerank
51,redação profissional,23,Escrita Profissional,0.55,matched,ai_rerank
2457,gestão de colaboradores,13,Colaboração,0.55,matched,ai_rerank
2220,gestão de colaboradores,13,Colaboração,0.55,matched,ai_rerank
2329,mentorship,24,Mentoria,0.55,matched,ai_rerank
1345,redação profissional,23,Escrita Profissional,0.55,matched,ai_rerank
15,scrum,19,Metodologias Ágeis,0.55,matched,ai_rerank
240,scrum,19,Metodologias Ágeis,0.55,matched,ai_rerank
2418,pensar como empreendedor,30,Empreendedorismo,0.56,matched,ai_rerank
97,pensar como empreendedor,30,Empreendedorismo,0.56,matched,ai_rerank
1489,Apache Hadoop,82,Hadoop,0.57,matched,ai_rerank
2643,registro de modelos,46,Avaliação de Modelos,0.58,matched,ai_rerank
365,registro de modelos,46,Avaliação de Modelos,0.58,matched,ai_rerank
2257,dimensional modeling,55,Modelagem de Dados,0.58,matched,ai_rerank
2161,registro de modelos,46,Avaliação de Modelos,0.58,matched,ai_rerank
350,comunicar bem,23,Escrita Profissional,0.58,matched,ai_rerank
1658,linux scripting,38,Bash e Shell Script,0.58,matched,ai_rerank
730,dimensional modeling,55,Modelagem de Dados,0.58,matched,ai_rerank
2346,capacitação,12,Aprendizado Contínuo,0.58,matched,ai_rerank
184,aws lambda,66,AWS,0.59,matched,ai_rerank
330,reconhecimento de imagens,48,Visão Computacional,0.59,matched,ai_rerank
610,reconhecimento de imagens,48,Visão Computacional,0.59,matched,ai_rerank
2308,python langchain,83,LangChain,0.59,matched,ai_rerank
2532,reconhecimento de imagens,48,Visão Computacional,0.59,matched,ai_rerank
641,treinamento corporativo,98,Treinamento e Desenvolvimento,0.59,matched,ai_rerank
2012,python langchain,83,LangChain,0.59,matched,ai_rerank
1027,aws lambda,66,AWS,0.59,matched,ai_rerank
674,NoSQL database,59,MongoDB,0.61,matched,ai_rerank
2330,dockerfile,63,Docker,0.61,matched,ai_rerank
1324,EQ,61,Desenvolvimento de APIs,0.61,matched,ai_rerank
1771,NoSQL database,59,MongoDB,0.61,matched,ai_rerank
320,tableau analytics,77,Tableau,0.61,matched,ai_rerank
1419,Dockerfile,63,Docker,0.61,matched,ai_rerank
520,dockerfile,63,Docker,0.61,matched,ai_rerank
1014,azure services,68,Azure,0.61,matched,ai_rerank
682,EQ,61,Desenvolvimento de APIs,0.61,matched,ai_rerank
1109,pensamento centrado no usuário,89,Design Thinking,0.61,matched,ai_rerank
2670,tableau analytics,77,Tableau,0.61,matched,ai_rerank
1671,agendamento de pipelines,53,Orquestração de Pipelines,0.61,matched,ai_rerank
1826,azure services,68,Azure,0.61,matched,ai_rerank
1921,SQL queries,32,SQL,0.62,matched,ai_rerank
1095,hadoop ecosystem,82,Hadoop,0.62,matched,ai_rerank
1276,comunicação com stakeholders,2,Comunicação Assertiva,0.62,matched,ai_rerank
1215,hadoop ecosystem,82,Hadoop,0.62,matched,ai_rerank
1616,comunicação com stakeholders,2,Comunicação Assertiva,0.62,matched,ai_rerank
394,comunicação com stakeholders,2,Comunicação Assertiva,0.62,matched,ai_rerank
406,comunicação com stakeholders,2,Comunicação Assertiva,0.62,matched,ai_rerank
688,comunicação com stakeholders,2,Comunicação Assertiva,0.62,matched,ai_rerank
800,SQL queries,32,SQL,0.62,matched,ai_rerank
2612,comunicação com stakeholders,2,Comunicação Assertiva,0.62,matched,ai_rerank
495,design de sistemas,74,Arquitetura de Software,0.63,matched,ai_rerank
780,design de sistemas,74,Arquitetura de Software,0.63,matched,ai_rerank
1708,design organizacional,96,Desenvolvimento Organizacional,0.63,matched,ai_rerank
2616,mentalidade estratégica,5,Negociação,0.63,matched,ai_rerank
1193,testes E2E,50,Experimentação e Testes A/B,0.63,matched,ai_rerank
2657,testes E2E,50,Experimentação e Testes A/B,0.63,matched,ai_rerank
1792,mentalidade estratégica,5,Negociação,0.63,matched,ai_rerank
2521,gestão emocional,4,Inteligência Emocional,0.64,matched,ai_rerank
1545,gestão emocional,4,Inteligência Emocional,0.64,matched,ai_rerank
108,gestão emocional,4,Inteligência Emocional,0.64,matched,ai_rerank
1575,comunicação oral,2,Comunicação Assertiva,0.65,matched,ai_rerank
2453,docker-compose,63,Docker,0.65,matched,ai_rerank
1380,docker-compose,63,Docker,0.65,matched,ai_rerank
2436,kubernetes cluster,64,Kubernetes,0.66,matched,ai_rerank
2509,negociar contratos,5,Negociação,0.66,matched,ai_rerank
1975,negociar contratos,5,Negociação,0.66,matched,ai_rerank
2784,kubernetes cluster,64,Kubernetes,0.66,matched,ai_rerank
1602,testes de usabilidade,73,Testes Automatizados,0.67,matched,ai_rerank
722,testes de usabilidade,73,Testes Automatizados,0.67,matched,ai_rerank
2288,snowflake,56,Data Warehouse,0.68,matched,ai_rerank
12,PowerBI,76,Power BI,0.68,matched,ai_rerank
1562,liderança de time,25,Liderança Técnica,0.68,matched,ai_rerank
1068,snowflake,56,Data Warehouse,0.68,matched,ai_rerank
549,UX insights,88,UX Research,0.68,matched,ai_rerank
2541,typescript development,36,TypeScript,0.68,matched,ai_rerank
2226,PowerBI,76,Power BI,0.68,matched,ai_rerank
755,liderança de time,25,Liderança Técnica,0.68,matched,ai_rerank
1167,resiliência emocional,4,Inteligência Emocional,0.68,matched,ai_rerank
2614,UX insights,88,UX Research,0.68,matched,ai_rerank
1415,PowerBI,76,Power BI,0.68,matched,ai_rerank
2743,PowerBI,76,Power BI,0.68,matched,ai_rerank
334,typescript development,36,TypeScript,0.68,matched,ai_rerank
1181,typescript development,36,TypeScript,0.68,matched,ai_rerank
660,azure AI,68,Azure,0.69,matched,ai_rerank
2324,azure AI,68,Azure,0.69,matched,ai_rerank
1437,azure AI,68,Azure,0.69,matched,ai_rerank
2766,tableau desktop,77,Tableau,0.69,matched,ai_rerank
1098,azure AI,68,Azure,0.69,matched,ai_rerank
2700,azure AI,68,Azure,0.69,matched,ai_rerank
1656,inference hugging face,86,Hugging Face,0.7,matched,ai_rerank
870,autoconsciência emocional,4,Inteligência Emocional,0.7,matched,ai_rerank
138,autoconsciência emocional,4,Inteligência Emocional,0.7,matched,ai_rerank
572,inference hugging face,86,Hugging Face,0.7,matched,ai_rerank
2255,Excel,78,Excel Avançado,0.71,matched,ai_rerank
792,Excel,78,Excel Avançado,0.71,matched,ai_rerank
991,facilitation techniques,20,Facilitação,0.71,matched,ai_rerank
122,excel,78,Excel Avançado,0.71,matched,ai_rerank
853,excel,78,Excel Avançado,0.71,matched,ai_rerank
2613,excel,78,Excel Avançado,0.71,matched,ai_rerank
286,facilitation techniques,20,Facilitação,0.71,matched,ai_rerank
1471,Excel,78,Excel Avançado,0.71,matched,ai_rerank
2775,cobertura de testes,73,Testes Automatizados,0.72,matched,ai_rerank
1765,segurança da informação,71,Segurança de Dados,0.72,matched,ai_rerank
182,cobertura de testes,73,Testes Automatizados,0.72,matched,ai_rerank
2845,segurança da informação,71,Segurança de Dados,0.72,matched,ai_rerank
2753,segurança da informação,71,Segurança de Dados,0.72,matched,ai_rerank
1696,cobertura de testes,73,Testes Automatizados,0.72,matched,ai_rerank
2210,inovar,29,Inovação,0.72,matched,ai_rerank
1300,empreender,30,Empreendedorismo,0.73,matched,ai_rerank
1171,organização pessoal,96,Desenvolvimento Organizacional,0.73,matched,ai_rerank
55,organização pessoal,96,Desenvolvimento Organizacional,0.73,matched,ai_rerank
2531,organização pessoal,96,Desenvolvimento Organizacional,0.73,matched,ai_rerank
498,dbt models,80,dbt,0.73,matched,ai_rerank
1986,organização pessoal,96,Desenvolvimento Organizacional,0.73,matched,ai_rerank
2227,conectar estratégia e execução,17,Pensamento Estratégico,0.74,matched,ai_rerank
2520,conectar estratégia e execução,17,Pensamento Estratégico,0.74,matched,ai_rerank
2798,aws RDS,66,AWS,0.75,matched,ai_rerank
1076,administrar conflitos,3,Resolução de Conflitos,0.75,matched,ai_rerank
1025,aws RDS,66,AWS,0.75,matched,ai_rerank
2431,banco em memória,44,Embeddings e Busca Vetorial,0.75,matched,ai_rerank
2028,docker compose,63,Docker,0.75,matched,ai_rerank
2686,administrar conflitos,3,Resolução de Conflitos,0.75,matched,ai_rerank
2687,aws RDS,66,AWS,0.75,matched,ai_rerank
2529,docker compose,63,Docker,0.75,matched,ai_rerank
2960,otimização do tempo,10,Gestão do Tempo,0.76,matched,ai_rerank
2827,OKR planning,90,OKRs,0.76,matched,ai_rerank
1499,otimização do tempo,10,Gestão do Tempo,0.76,matched,ai_rerank
1865,OKR planning,90,OKRs,0.76,matched,ai_rerank
856,estatística descritiva,49,Estatística Aplicada,0.76,matched,ai_rerank
1054,gerenciar equipes,1,Gestão de Pessoas,0.79,matched,ai_rerank
2518,logs,70,Monitoramento e Observabilidade,0.79,matched,ai_rerank
2585,abertura a mudanças,28,Gestão de Mudanças,0.79,matched,ai_rerank
491,logs,70,Monitoramento e Observabilidade,0.79,matched,ai_rerank
2941,tableau server,77,Tableau,0.79,matched,ai_rerank
684,abertura a mudanças,28,Gestão de Mudanças,0.79,matched,ai_rerank
1318,abertura a mudanças,28,Gestão de Mudanças,0.79,matched,ai_rerank
1870,gerenciar equipes,1,Gestão de Pessoas,0.79,matched,ai_rerank
1120,tableau server,77,Tableau,0.79,matched,ai_rerank
1977,gestão de times,18,Gestão de Projetos,0.8,matched,ai_rerank
2655,kanban,19,Metodologias Ágeis,0.8,matched,ai_rerank
3012,ingestão de dados,51,Engenharia de Dados,0.8,matched,ai_rerank
1418,ingestão de dados,51,Engenharia de Dados,0.8,matched,ai_rerank
213,data transformation para modelos,45,Engenharia de Features,0.81,matched,ai_rerank
758,gestão de talentos,28,Gestão de Mudanças,0.81,matched,ai_rerank
2867,data transformation para modelos,45,Engenharia de Features,0.81,matched,ai_rerank
2098,data transformation para modelos,45,Engenharia de Features,0.81,matched,ai_rerank
1250,Git,72,Versionamento de Código,0.82,matched,ai_rerank
21,Git,72,Versionamento de Código,0.82,matched,ai_rerank
2899,redshift,56,Data Warehouse,0.82,matched,ai_rerank
1385,infraestrutura como código,69,Infrastructure as Code,0.82,matched,ai_rerank
340,git,72,Versionamento de Código,0.82,matched,ai_rerank
1164,Git,72,Versionamento de Código,0.82,matched,ai_rerank
472,GIT,72,Versionamento de Código,0.82,matched,ai_rerank
538,redshift,56,Data Warehouse,0.82,matched,ai_rerank
2225,redshift,56,Data Warehouse,0.82,matched,ai_rerank
588,Git,72,Versionamento de Código,0.82,matched,ai_rerank
867,gitlab CI,72,Versionamento de Código,0.82,matched,ai_rerank
2953,infraestrutura como código,69,Infrastructure as Code,0.82,matched,ai_rerank
53,git,72,Versionamento de Código,0.82,matched,ai_rerank
743,Git,72,Versionamento de Código,0.82,matched,ai_rerank
1940,redshift,56,Data Warehouse,0.82,matched,ai_rerank
877,SQL postgres,58,PostgreSQL,0.83,matched,ai_rerank
2337,SQL postgres,58,PostgreSQL,0.83,matched,ai_rerank
2062,planejamento empresarial,27,Planejamento Estratégico,0.83,matched,ai_rerank
766,planejamento empresarial,27,Planejamento Estratégico,0.83,matched,ai_rerank
2714,setting OKRs,90,OKRs,0.83,matched,ai_rerank
323,airflow,53,Orquestração de Pipelines,0.83,matched,ai_rerank
1517,SQL postgres,58,PostgreSQL,0.83,matched,ai_rerank
1351,SQL postgres,58,PostgreSQL,0.83,matched,ai_rerank
1732,setting OKRs,90,OKRs,0.83,matched,ai_rerank
433,airflow,53,Orquestração de Pipelines,0.83,matched,ai_rerank
1278,node.js,35,JavaScript,0.84,matched,ai_rerank
187,foco no usuário,14,Visão de Produto,0.84,matched,ai_rerank
2172,fastapi development,62,FastAPI,0.84,matched,ai_rerank
577,fastapi development,62,FastAPI,0.84,matched,ai_rerank
2583,node.js,35,JavaScript,0.84,matched,ai_rerank
393,foco no usuário,14,Visão de Produto,0.84,matched,ai_rerank
2873,fastapi development,62,FastAPI,0.84,matched,ai_rerank
1443,foco no usuário,14,Visão de Produto,0.84,matched,ai_rerank
331,cultura de inovação,29,Inovação,0.84,matched,ai_rerank
2969,cultura de inovação,29,Inovação,0.84,matched,ai_rerank
2411,mongodb atlas,59,MongoDB,0.84,matched,ai_rerank
1566,mongodb atlas,59,MongoDB,0.84,matched,ai_rerank
2824,fine-tuning,43,Large Language Models,0.85,matched,ai_rerank
956,fine-tuning,43,Large Language Models,0.85,matched,ai_rerank
714,design research,88,UX Research,0.85,matched,ai_rerank
1232,design research,88,UX Research,0.85,matched,ai_rerank
1091,integração de APIs,65,CI/CD,0.85,matched,ai_rerank
1993,design research,88,UX Research,0.85,matched,ai_rerank
1332,colaboração interfuncional,13,Colaboração,0.85,matched,ai_rerank
2778,integração de APIs,65,CI/CD,0.85,matched,ai_rerank
1730,text embeddings,44,Embeddings e Busca Vetorial,0.85,matched,ai_rerank
1769,compliance de dados,57,Qualidade de Dados,0.85,matched,ai_rerank
1258,integração de APIs,65,CI/CD,0.85,matched,ai_rerank
2169,colaboração interfuncional,13,Colaboração,0.85,matched,ai_rerank
650,compliance de dados,57,Qualidade de Dados,0.85,matched,ai_rerank
1067,design research,88,UX Research,0.85,matched,ai_rerank
2857,backend API,35,JavaScript,0.86,matched,ai_rerank
1844,deploy com docker,63,Docker,0.86,matched,ai_rerank
911,aws infrastructure,66,AWS,0.86,matched,ai_rerank
2228,backend API,35,JavaScript,0.86,matched,ai_rerank
762,machine learning engineer,40,Machine Learning,0.86,matched,ai_rerank
1157,deploy com docker,63,Docker,0.86,matched,ai_rerank
380,agilidade de aprendizado,12,Aprendizado Contínuo,0.86,matched,ai_rerank
2688,marca empregadora,99,Employer Branding,0.87,matched,ai_rerank
2004,github,72,Versionamento de Código,0.87,matched,ai_rerank
302,google cloud data,67,Google Cloud Platform,0.87,matched,ai_rerank
305,metas e resultados,90,OKRs,0.87,matched,ai_rerank
2847,marca empregadora,99,Employer Branding,0.87,matched,ai_rerank
1687,comunicação eficaz,13,Colaboração,0.87,matched,ai_rerank
2171,GitHub,72,Versionamento de Código,0.87,matched,ai_rerank
2256,financial models,92,Modelagem Financeira,0.87,matched,ai_rerank
862,liderança de colaboradores,25,Liderança Técnica,0.87,matched,ai_rerank
2945,GitHub,72,Versionamento de Código,0.87,matched,ai_rerank
2236,GCP services,67,Google Cloud Platform,0.87,matched,ai_rerank
2961,google cloud data,67,Google Cloud Platform,0.87,matched,ai_rerank
2974,docker images,63,Docker,0.87,matched,ai_rerank
4,sql avançado,58,PostgreSQL,0.88,matched,ai_rerank
782,fórmulas excel,78,Excel Avançado,0.88,matched,ai_rerank
2248,ML,84,MLflow,0.88,matched,ai_rerank
2829,métricas,70,Monitoramento e Observabilidade,0.88,matched,ai_rerank
819,deep learning development,41,Deep Learning,0.88,matched,ai_rerank
881,deep learning development,41,Deep Learning,0.88,matched,ai_rerank
2367,ML,84,MLflow,0.88,matched,ai_rerank
2199,sql avançado,58,PostgreSQL,0.88,matched,ai_rerank
1016,decisão estratégica,17,Pensamento Estratégico,0.88,matched,ai_rerank
1388,estratégia de produto,87,Gestão de Produto,0.88,matched,ai_rerank
602,estratégia de produto,87,Gestão de Produto,0.88,matched,ai_rerank
1335,modelos de linguagem grandes,33,R,0.88,matched,ai_rerank
398,senso de produto,87,Gestão de Produto,0.88,matched,ai_rerank
2611,facilitation,20,Facilitação,0.88,matched,ai_rerank
2027,sql avançado,58,PostgreSQL,0.88,matched,ai_rerank
264,coaching de pessoas,1,Gestão de Pessoas,0.88,matched,ai_rerank
793,liderança humana,25,Liderança Técnica,0.88,matched,ai_rerank
2819,estratégia de produto,87,Gestão de Produto,0.88,matched,ai_rerank
147,estratégia de produto,87,Gestão de Produto,0.88,matched,ai_rerank
119,fórmulas excel,78,Excel Avançado,0.88,matched,ai_rerank
145,métricas,70,Monitoramento e Observabilidade,0.88,matched,ai_rerank
2870,estratégia de produto,87,Gestão de Produto,0.88,matched,ai_rerank
186,deep learning development,41,Deep Learning,0.88,matched,ai_rerank
2750,criação de variáveis,45,Engenharia de Features,0.89,matched,ai_rerank
1704,criação de variáveis,45,Engenharia de Features,0.89,matched,ai_rerank
2078,análise de demonstrativos,91,Análise Financeira,0.89,matched,ai_rerank
2050,criação de variáveis,45,Engenharia de Features,0.89,matched,ai_rerank
2582,declarative infrastructure,69,Infrastructure as Code,0.89,matched,ai_rerank
687,kafka,54,Streaming de Dados,0.89,matched,ai_rerank
716,monitoramento de modelos,70,Monitoramento e Observabilidade,0.89,matched,ai_rerank
2913,microservices architecture,75,Microsserviços,0.89,matched,ai_rerank
781,kafka,54,Streaming de Dados,0.89,matched,ai_rerank
312,criação de variáveis,45,Engenharia de Features,0.89,matched,ai_rerank
765,apresentar ideias,22,Apresentação e Oratória,0.89,matched,ai_rerank
1943,criação de variáveis,45,Engenharia de Features,0.89,matched,ai_rerank
290,apresentar ideias,22,Apresentação e Oratória,0.89,matched,ai_rerank
750,kafka,54,Streaming de Dados,0.89,matched,ai_rerank
1328,microservices architecture,75,Microsserviços,0.89,matched,ai_rerank
1356,microservices architecture,75,Microsserviços,0.89,matched,ai_rerank
1749,declarative infrastructure,69,Infrastructure as Code,0.89,matched,ai_rerank
2263,apresentar ideias,22,Apresentação e Oratória,0.89,matched,ai_rerank
778,análise de demonstrativos,91,Análise Financeira,0.89,matched,ai_rerank
561,monitoramento de modelos,70,Monitoramento e Observabilidade,0.89,matched,ai_rerank
2407,criação de variáveis,45,Engenharia de Features,0.89,matched,ai_rerank
804,microservices architecture,75,Microsserviços,0.89,matched,ai_rerank
2679,LLM observability,85,Langfuse,0.9,matched,ai_rerank
1748,análise crítica,6,Pensamento Crítico,0.9,matched,ai_rerank
1796,análise crítica,6,Pensamento Crítico,0.9,matched,ai_rerank
948,bigquery,56,Data Warehouse,0.9,matched,ai_rerank
966,model metrics,46,Avaliação de Modelos,0.9,matched,ai_rerank
652,LGPD,71,Segurança de Dados,0.9,matched,ai_rerank
541,LGPD,71,Segurança de Dados,0.9,matched,ai_rerank
2070,mlflow tracking,84,MLflow,0.9,matched,ai_rerank
2584,conflito entre times,3,Resolução de Conflitos,0.9,matched,ai_rerank
1772,model metrics,46,Avaliação de Modelos,0.9,matched,ai_rerank
1677,LLM observability,85,Langfuse,0.9,matched,ai_rerank
2727,pensamento racional,17,Pensamento Estratégico,0.9,matched,ai_rerank
1963,bigquery,56,Data Warehouse,0.9,matched,ai_rerank
432,SQL avançado,78,Excel Avançado,0.9,matched,ai_rerank
1805,LLM observability,85,Langfuse,0.9,matched,ai_rerank
2498,negociação com fornecedores,5,Negociação,0.9,matched,ai_rerank
628,SQL avançado,78,Excel Avançado,0.9,matched,ai_rerank
2835,técnicas de negociação,5,Negociação,0.9,matched,ai_rerank
721,model performance,55,Modelagem de Dados,0.9,matched,ai_rerank
1572,SQL avançado,78,Excel Avançado,0.9,matched,ai_rerank
1893,revisão de código,72,Versionamento de Código,0.9,matched,ai_rerank
2601,SQL avançado,78,Excel Avançado,0.9,matched,ai_rerank
1487,pensamento racional,17,Pensamento Estratégico,0.9,matched,ai_rerank
733,comunicação transparente,2,Comunicação Assertiva,0.91,matched,ai_rerank
2349,liderança em mudanças,25,Liderança Técnica,0.91,matched,ai_rerank
297,aws cloud,66,AWS,0.91,matched,ai_rerank
146,comunicação transparente,2,Comunicação Assertiva,0.91,matched,ai_rerank
818,autonomia,11,Autogestão,0.91,matched,ai_rerank
1043,autonomia,11,Autogestão,0.91,matched,ai_rerank
1066,ELT,52,ETL e ELT,0.91,matched,ai_rerank
1539,liderança em mudanças,25,Liderança Técnica,0.91,matched,ai_rerank
1156,ELT,52,ETL e ELT,0.91,matched,ai_rerank
1047,migração de dados,51,Engenharia de Dados,0.91,matched,ai_rerank
2297,negociação comercial,5,Negociação,0.92,matched,ai_rerank
2287,pensamento disruptivo,17,Pensamento Estratégico,0.92,matched,ai_rerank
80,negociação comercial,5,Negociação,0.92,matched,ai_rerank
708,análise exploratória,39,Análise de Dados,0.92,matched,ai_rerank
450,infrastructure provisioning,69,Infrastructure as Code,0.92,matched,ai_rerank
1403,scala functional programming,37,Scala,0.92,matched,ai_rerank
2222,scala functional programming,37,Scala,0.92,matched,ai_rerank
1424,negociação comercial,5,Negociação,0.92,matched,ai_rerank
2192,unix scripting,38,Bash e Shell Script,0.92,matched,ai_rerank
2244,treinar modelos,40,Machine Learning,0.92,matched,ai_rerank
1551,LLM,83,LangChain,0.92,matched,ai_rerank
1823,unix scripting,38,Bash e Shell Script,0.92,matched,ai_rerank
2588,desenvolvimento ágil,96,Desenvolvimento Organizacional,0.92,matched,ai_rerank
2907,LLM,83,LangChain,0.92,matched,ai_rerank
1979,LLM,83,LangChain,0.92,matched,ai_rerank
431,scala functional programming,37,Scala,0.92,matched,ai_rerank
174,integridade de dados,51,Engenharia de Dados,0.93,matched,ai_rerank
2692,react.js,35,JavaScript,0.93,matched,ai_rerank
1303,construção de cultura,100,Cultura Organizacional,0.93,matched,ai_rerank
282,análise de decisão,8,Tomada de Decisão,0.93,matched,ai_rerank
2135,integridade de dados,51,Engenharia de Dados,0.93,matched,ai_rerank
673,power query,78,Excel Avançado,0.93,matched,ai_rerank
2992,GraphQL,61,Desenvolvimento de APIs,0.93,matched,ai_rerank
93,integridade de dados,51,Engenharia de Dados,0.93,matched,ai_rerank
